Age,Attrition,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,1,1485,Maternity,12,1,Life Sciences,1,3,Female,79,3,1,Nurse,4,Married,2515,1,Yes,11,3,4,80,0,1,4,2,1,1,0,0
26,0,1384,Maternity,3,4,Medical,1,1,Male,82,4,1,Nurse,4,Married,4420,1,No,22,4,2,80,1,8,2,3,8,7,0,7
30,0,852,Cardiology,10,3,Marketing,1,3,Male,72,2,2,Nurse,3,Married,6578,1,No,18,3,1,80,1,10,3,3,10,3,1,4
40,0,902,Maternity,26,2,Medical,1,3,Female,92,2,2,Other,4,Married,4422,3,Yes,13,3,4,80,1,16,3,1,1,1,0,0
35,0,819,Neurology,2,3,Life Sciences,1,3,Male,44,2,3,Therapist,2,Divorced,10274,2,No,18,3,2,80,1,15,2,4,7,7,6,4
34,0,669,Maternity,1,3,Medical,1,4,Male,97,2,2,Nurse,1,Single,5343,0,No,20,4,3,80,0,14,3,3,13,9,4,9
35,0,636,Maternity,4,4,Other,1,4,Male,47,2,1,Nurse,4,Married,2376,1,No,13,3,2,80,1,2,2,4,2,2,2,2
43,1,1372,Cardiology,9,3,Marketing,1,1,Female,85,1,2,Nurse,3,Single,5346,8,No,13,3,2,80,0,7,2,2,4,3,1,3
32,0,862,Cardiology,2,1,Life Sciences,1,3,Female,76,3,1,Other,1,Divorced,2827,1,No,12,3,3,80,3,1,3,3,1,0,0,0
56,0,718,Neurology,4,4,Technical Degree,1,4,Female,92,3,5,Other,1,Divorced,19943,4,No,13,3,4,80,1,28,2,3,5,2,4,2
29,0,1401,Maternity,6,1,Medical,1,2,Female,54,3,1,Nurse,4,Married,3131,1,No,13,3,1,80,1,10,5,3,10,8,0,8
19,0,645,Maternity,9,2,Life Sciences,1,3,Male,54,3,1,Other,1,Single,2552,1,No,25,4,3,80,0,1,4,3,1,1,0,0
45,0,1457,Maternity,7,3,Medical,1,1,Female,83,3,1,Other,3,Married,4477,4,Yes,19,3,3,80,1,7,2,2,3,2,0,2
37,0,977,Neurology,1,3,Life Sciences,1,4,Female,56,2,2,Therapist,4,Married,6474,1,No,13,3,2,80,1,14,2,2,14,8,3,11
20,1,805,Maternity,3,3,Life Sciences,1,1,Male,87,2,1,Nurse,3,Single,3033,1,No,12,3,1,80,0,2,2,2,2,2,1,2
44,1,1097,Maternity,10,4,Life Sciences,1,3,Male,96,3,1,Other,3,Single,2936,1,Yes,11,3,3,80,0,6,4,3,6,4,0,2
53,0,1223,Neurology,7,2,Medical,1,4,Female,50,3,5,Other,3,Divorced,18606,3,No,18,3,2,80,1,26,6,3,7,7,4,7
29,1,942,Maternity,15,1,Life Sciences,1,2,Female,69,1,1,Other,4,Married,2168,0,Yes,18,3,1,80,1,6,2,2,5,4,1,3
22,1,1256,Maternity,3,4,Life Sciences,1,3,Male,48,2,1,Other,4,Married,2853,0,Yes,11,3,2,80,1,1,5,3,0,0,0,0
46,0,1402,Cardiology,2,3,Marketing,1,3,Female,69,3,4,Administrative,1,Married,17048,8,No,23,4,1,80,0,28,2,3,26,15,15,9
44,0,111,Maternity,17,3,Life Sciences,1,4,Male,74,1,1,Other,3,Single,2290,2,No,13,3,4,80,0,6,3,3,0,0,0,0
33,0,147,Neurology,2,3,Human Resources,1,2,Male,99,3,1,Other,3,Married,3600,1,No,13,3,4,80,1,5,2,3,5,4,1,4
41,1,906,Maternity,5,2,Life Sciences,1,1,Male,95,2,1,Other,1,Divorced,2107,6,No,17,3,1,80,1,5,2,1,1,0,0,0
30,0,1329,Cardiology,29,4,Life Sciences,1,3,Male,61,3,2,Nurse,1,Divorced,4115,8,No,19,3,3,80,3,8,3,3,4,3,0,3
40,0,1184,Cardiology,2,4,Medical,1,2,Male,62,3,2,Nurse,2,Married,4327,5,No,12,3,4,80,3,5,2,3,0,0,0,0
50,0,1421,Neurology,2,3,Medical,1,4,Female,30,3,4,Other,1,Married,17856,2,No,22,4,3,80,1,32,3,3,2,2,2,2
28,0,1179,Maternity,19,4,Medical,1,4,Male,78,2,1,Nurse,1,Married,3196,1,No,12,3,3,80,3,6,2,3,6,5,3,3
46,0,1450,Maternity,15,2,Life Sciences,1,4,Male,52,3,5,Administrative,2,Married,19081,5,No,11,3,1,80,1,25,2,3,4,2,0,3
35,0,1361,Cardiology,17,4,Life Sciences,1,3,Male,94,3,2,Nurse,1,Married,8966,3,Yes,15,3,4,80,3,15,2,3,7,7,1,7
24,1,984,Maternity,17,2,Life Sciences,1,4,Female,97,3,1,Nurse,2,Married,2210,1,No,13,3,1,80,1,1,3,1,1,0,0,0
33,0,1146,Cardiology,25,3,Medical,1,2,Female,82,3,2,Nurse,3,Married,4539,1,No,12,3,1,80,1,10,3,2,10,7,0,1
36,0,917,Maternity,6,4,Life Sciences,1,3,Male,60,1,1,Nurse,3,Divorced,2741,1,No,14,3,3,80,1,7,4,3,7,7,1,7
30,0,853,Maternity,7,4,Life Sciences,1,3,Male,49,3,2,Nurse,3,Divorced,3491,1,No,13,3,1,80,3,10,4,2,10,7,8,9
44,0,200,Maternity,29,4,Other,1,4,Male,32,3,2,Other,4,Single,4541,1,No,25,4,2,80,0,20,3,3,20,11,13,17
20,0,654,Cardiology,21,3,Marketing,1,3,Male,43,4,1,Other,4,Single,2678,1,No,17,3,4,80,0,2,2,3,2,1,2,2
46,0,150,Neurology,2,4,Technical Degree,1,4,Male,60,3,2,Therapist,4,Divorced,7379,2,No,11,3,3,80,1,12,3,2,6,3,1,4
42,0,179,Neurology,2,5,Medical,1,4,Male,79,4,2,Other,1,Married,6272,7,No,16,3,1,80,1,10,3,4,4,3,0,3
60,0,696,Cardiology,7,4,Marketing,1,2,Male,52,4,2,Nurse,4,Divorced,5220,0,Yes,18,3,2,80,1,12,3,3,11,7,1,9
32,0,116,Maternity,13,3,Other,1,3,Female,77,2,1,Nurse,2,Married,2743,1,No,20,4,3,80,1,2,2,3,2,2,2,2
32,0,1316,Maternity,2,2,Life Sciences,1,4,Female,38,3,2,Other,3,Single,4998,4,Yes,14,3,4,80,0,10,2,3,8,7,0,7
36,0,363,Neurology,1,3,Technical Degree,1,3,Female,77,1,3,Therapist,1,Divorced,10252,2,Yes,21,4,3,80,1,17,2,3,7,7,7,7
33,0,117,Maternity,9,3,Medical,1,1,Male,60,3,1,Other,4,Married,2781,0,No,13,3,2,80,1,15,5,3,14,10,4,10
40,0,107,Cardiology,10,3,Technical Degree,1,2,Female,84,2,2,Nurse,2,Divorced,6852,7,No,12,3,2,80,1,7,2,4,5,1,1,3
25,0,1356,Cardiology,10,4,Life Sciences,1,3,Male,57,3,2,Nurse,4,Single,4950,0,No,14,3,2,80,0,5,4,3,4,3,1,1
30,0,1465,Maternity,1,3,Medical,1,4,Male,63,3,1,Other,2,Married,3579,0,Yes,21,4,1,80,1,12,2,3,11,9,5,7
42,0,458,Maternity,26,5,Medical,1,1,Female,60,3,3,Administrative,1,Married,13191,3,Yes,17,3,3,80,0,20,6,3,1,0,0,0
35,0,1212,Cardiology,8,2,Marketing,1,3,Female,78,2,3,Nurse,4,Married,10377,4,Yes,11,3,2,80,1,16,6,2,13,2,4,12
27,0,1103,Maternity,14,3,Life Sciences,1,1,Male,42,3,1,Other,1,Married,2235,1,Yes,14,3,4,80,2,9,3,2,9,7,6,8
54,0,966,Neurology,1,4,Life Sciences,1,4,Female,53,3,3,Therapist,3,Divorced,10502,7,No,17,3,1,80,1,33,2,1,5,4,1,4
44,0,1117,Maternity,2,1,Life Sciences,1,1,Female,72,4,1,Other,4,Married,2011,1,No,13,3,4,80,1,10,5,3,10,5,7,7
19,1,504,Maternity,10,3,Medical,1,1,Female,96,2,1,Other,2,Single,1859,1,Yes,25,4,2,80,0,1,2,4,1,1,0,0
29,0,1010,Maternity,1,3,Life Sciences,1,1,Female,97,3,1,Other,4,Divorced,3760,1,No,15,3,1,80,3,3,5,3,3,2,1,2
54,0,685,Maternity,3,3,Life Sciences,1,4,Male,85,3,4,Administrative,4,Married,17779,3,No,14,3,1,80,0,36,2,3,10,9,0,9
31,0,1332,Maternity,11,2,Medical,1,3,Male,80,3,2,Nurse,1,Married,6833,1,Yes,12,3,4,80,0,6,2,2,6,5,0,1
31,0,1062,Maternity,24,3,Medical,1,3,Female,96,2,2,Nurse,1,Single,6812,1,No,19,3,2,80,0,10,2,3,10,9,1,8
59,0,326,Cardiology,3,3,Life Sciences,1,3,Female,48,2,2,Nurse,4,Single,5171,5,No,17,3,4,80,0,13,2,3,6,1,0,5
43,0,920,Maternity,3,3,Life Sciences,1,3,Male,96,1,5,Administrative,4,Married,19740,3,No,14,3,2,80,1,25,2,3,8,7,0,7
49,0,1098,Neurology,4,2,Medical,1,1,Male,85,2,5,Other,3,Married,18711,2,No,13,3,3,80,1,23,2,4,1,0,0,0
36,0,469,Maternity,3,3,Technical Degree,1,3,Male,46,3,1,Other,2,Married,3692,1,No,12,3,3,80,0,12,2,2,11,10,0,7
48,0,969,Maternity,2,2,Technical Degree,1,4,Male,76,4,1,Nurse,2,Single,2559,5,No,11,3,3,80,0,7,4,2,1,0,0,0
27,0,1167,Maternity,4,2,Life Sciences,1,1,Male,76,3,1,Other,3,Divorced,2517,1,No,11,3,2,80,3,5,2,3,5,3,0,3
29,0,1329,Maternity,7,3,Life Sciences,1,3,Male,82,3,2,Nurse,4,Divorced,6623,1,Yes,11,3,2,80,2,6,2,3,6,0,1,0
48,0,715,Maternity,1,3,Life Sciences,1,4,Male,76,2,5,Administrative,4,Single,18265,6,No,12,3,3,80,0,25,3,4,1,0,0,0
29,0,694,Maternity,1,3,Life Sciences,1,4,Female,87,2,4,Administrative,4,Divorced,16124,3,No,14,3,2,80,2,9,2,2,7,7,1,7
34,0,1320,Maternity,20,3,Technical Degree,1,3,Female,89,4,1,Other,3,Married,2585,0,No,17,3,4,80,0,2,5,2,1,0,0,0
44,0,1099,Cardiology,5,3,Marketing,1,2,Male,88,3,5,Administrative,2,Married,18213,7,No,11,3,3,80,1,26,5,3,22,9,3,10
33,0,536,Cardiology,10,5,Marketing,1,4,Male,82,4,3,Nurse,3,Divorced,8380,0,Yes,14,3,4,80,2,10,3,3,9,8,0,8
19,0,265,Maternity,25,3,Life Sciences,1,2,Female,57,4,1,Other,4,Single,2994,1,Yes,12,3,4,80,0,1,2,3,1,0,0,1
23,0,373,Maternity,1,2,Life Sciences,1,4,Male,47,3,1,Other,3,Married,1223,1,No,22,4,4,80,1,1,2,3,1,0,0,1
25,1,599,Cardiology,24,1,Life Sciences,1,3,Male,73,1,1,Other,4,Single,1118,1,Yes,14,3,4,80,0,1,4,3,1,0,1,0
26,0,583,Maternity,4,2,Life Sciences,1,3,Male,53,3,1,Other,4,Single,2875,1,Yes,20,4,2,80,0,8,2,2,8,5,2,2
45,0,1449,Cardiology,2,3,Marketing,1,1,Female,94,1,5,Administrative,2,Single,18824,2,Yes,16,3,1,80,0,26,2,3,24,10,1,11
55,0,177,Maternity,8,1,Medical,1,4,Male,37,2,4,Nurse,2,Divorced,13577,1,Yes,15,3,4,80,1,34,3,3,33,9,15,0
21,1,251,Maternity,10,2,Life Sciences,1,1,Female,45,2,1,Nurse,3,Single,2625,1,No,20,4,3,80,0,2,2,1,2,2,2,2
46,0,168,Cardiology,4,2,Marketing,1,4,Female,33,2,5,Administrative,2,Married,18789,2,No,14,3,3,80,1,26,2,3,11,4,0,8
34,0,131,Cardiology,2,3,Marketing,1,3,Female,86,3,2,Nurse,1,Single,4538,0,Yes,12,3,4,80,0,4,3,3,3,2,0,2
51,0,237,Cardiology,9,3,Life Sciences,1,4,Male,83,3,5,Administrative,2,Divorced,19847,4,Yes,24,4,1,80,1,31,5,2,29,10,11,10
59,0,1429,Maternity,18,4,Medical,1,4,Male,67,3,3,Therapist,4,Single,10512,6,No,12,3,4,80,0,25,6,2,9,7,5,4
34,0,135,Maternity,19,3,Medical,1,3,Female,46,3,2,Nurse,2,Divorced,4444,4,No,13,3,3,80,2,15,2,4,11,8,5,10
28,1,791,Maternity,1,4,Medical,1,4,Male,44,3,1,Nurse,3,Single,2154,0,Yes,11,3,3,80,0,5,2,2,4,2,0,2
44,0,1199,Neurology,4,2,Life Sciences,1,3,Male,92,4,5,Other,1,Divorced,19190,1,No,14,3,4,80,2,26,4,2,25,9,14,13
34,0,648,Neurology,11,3,Life Sciences,1,3,Male,56,2,2,Other,2,Married,4490,4,No,11,3,4,80,2,14,5,4,10,9,1,8
35,0,735,Maternity,6,1,Life Sciences,1,3,Male,66,3,1,Other,3,Married,3506,0,Yes,14,3,4,80,0,4,3,3,3,2,2,2
42,0,603,Maternity,7,4,Medical,1,2,Female,78,4,2,Other,2,Married,2372,6,Yes,16,3,4,80,0,18,2,3,1,0,0,0
43,0,531,Cardiology,4,4,Marketing,1,4,Female,56,2,3,Nurse,4,Single,10231,3,No,14,3,4,80,0,23,3,4,21,7,15,17
36,0,429,Neurology,2,4,Life Sciences,1,3,Female,53,3,2,Therapist,2,Single,5410,9,Yes,11,3,4,80,0,18,2,3,16,14,5,12
44,0,621,Maternity,15,3,Medical,1,1,Female,73,3,3,Nurse,4,Married,7978,1,No,11,3,4,80,1,10,2,3,10,7,0,5
28,0,193,Maternity,2,3,Life Sciences,1,4,Male,52,2,1,Nurse,4,Married,3867,1,Yes,12,3,2,80,1,2,2,3,2,2,2,2
51,0,968,Maternity,6,2,Medical,1,2,Female,40,2,1,Nurse,3,Single,2838,0,No,14,3,2,80,0,8,6,2,7,0,7,7
30,0,879,Maternity,9,2,Medical,1,3,Female,72,3,2,Therapist,3,Single,4695,7,Yes,18,3,3,80,0,10,3,3,8,4,1,7
29,1,806,Maternity,7,3,Technical Degree,1,2,Female,39,3,1,Nurse,3,Divorced,3339,3,Yes,13,3,1,80,2,10,2,3,7,7,7,7
28,0,640,Maternity,1,3,Technical Degree,1,4,Male,84,3,1,Other,1,Single,2080,2,No,11,3,2,80,0,5,2,2,3,2,1,2
25,0,266,Maternity,1,3,Medical,1,4,Female,40,3,1,Other,2,Single,2096,1,No,18,3,4,80,0,2,3,2,2,2,2,1
32,0,604,Cardiology,8,3,Medical,1,3,Male,56,4,2,Nurse,4,Married,6209,1,No,15,3,3,80,2,10,4,4,10,7,0,8
45,0,364,Neurology,25,3,Medical,1,2,Female,83,3,5,Other,2,Single,18061,3,No,22,4,3,80,0,22,4,3,0,0,0,0
39,0,412,Neurology,13,4,Medical,1,3,Female,94,2,4,Other,2,Divorced,17123,6,Yes,13,3,4,80,2,21,4,3,19,9,15,2
58,0,848,Maternity,23,4,Life Sciences,1,1,Male,88,3,1,Other,3,Divorced,2372,1,No,12,3,4,80,2,2,3,3,2,2,2,2
32,0,1089,Maternity,7,2,Life Sciences,1,4,Male,79,3,2,Nurse,3,Married,4883,1,No,18,3,1,80,1,10,3,3,10,4,1,1
39,1,360,Maternity,23,3,Medical,1,3,Male,93,3,1,Other,1,Single,3904,0,No,13,3,1,80,0,6,2,3,5,2,0,3
30,0,1138,Maternity,6,3,Technical Degree,1,1,Female,48,2,2,Nurse,4,Married,4627,0,No,12,3,1,80,1,10,6,3,9,2,6,7
36,0,325,Maternity,10,4,Technical Degree,1,4,Female,63,3,3,Nurse,3,Married,7094,3,No,12,3,1,80,0,10,0,3,7,7,1,7
46,0,991,Neurology,1,2,Life Sciences,1,4,Female,44,3,1,Other,1,Single,3423,6,No,12,3,3,80,0,10,3,4,7,6,5,7
28,0,1476,Maternity,1,3,Life Sciences,1,3,Female,55,1,2,Nurse,4,Married,6674,0,No,11,3,1,80,3,10,6,3,9,8,7,5
50,0,1322,Maternity,28,3,Life Sciences,1,4,Female,43,3,4,Administrative,1,Married,16880,4,Yes,11,3,2,80,0,25,2,3,3,2,1,2
40,1,299,Cardiology,25,4,Marketing,1,4,Male,57,2,3,Nurse,2,Single,9094,2,Yes,12,3,3,80,0,9,2,3,5,4,1,0
52,1,1030,Cardiology,5,3,Life Sciences,1,2,Male,64,3,3,Nurse,2,Single,8446,9,Yes,19,3,3,80,0,10,2,2,8,7,7,7
30,0,634,Neurology,17,4,Medical,1,2,Female,95,3,3,Other,1,Married,11916,1,Yes,23,4,4,80,2,9,2,3,9,1,0,8
39,0,524,Maternity,18,2,Life Sciences,1,1,Male,32,3,2,Therapist,3,Single,4534,0,No,11,3,1,80,0,9,6,3,8,7,1,7
31,0,587,Cardiology,2,4,Life Sciences,1,4,Female,57,3,3,Nurse,3,Divorced,9852,1,Yes,19,3,1,80,1,10,5,2,10,8,9,6
41,0,256,Cardiology,10,2,Medical,1,3,Male,40,1,2,Nurse,2,Single,6151,1,No,13,3,1,80,0,19,4,3,19,2,11,9
31,1,1060,Cardiology,1,3,Life Sciences,1,4,Female,54,3,1,Other,2,Single,2302,1,Yes,11,3,1,80,0,3,2,4,3,2,2,2
44,0,935,Maternity,3,3,Life Sciences,1,1,Male,89,3,1,Nurse,1,Married,2362,4,No,12,3,3,80,0,10,4,4,3,2,1,2
42,0,495,Neurology,2,1,Life Sciences,1,3,Male,37,3,4,Other,3,Married,17861,0,Yes,13,3,4,80,0,21,3,2,20,8,2,10
55,0,282,Neurology,2,2,Medical,1,4,Female,58,1,5,Other,3,Married,19187,4,No,14,3,4,80,1,23,5,3,19,9,9,11
56,0,206,Neurology,8,4,Life Sciences,1,4,Male,99,3,5,Administrative,2,Single,19717,6,No,14,3,1,80,0,36,4,3,7,3,7,7
40,0,458,Maternity,16,2,Life Sciences,1,3,Male,74,3,1,Other,3,Divorced,3544,9,No,16,3,2,80,1,6,0,3,4,2,0,0
34,0,943,Maternity,9,3,Life Sciences,1,4,Male,86,3,3,Nurse,4,Divorced,8500,0,No,11,3,4,80,1,10,0,2,9,7,1,6
40,0,523,Maternity,2,3,Life Sciences,1,3,Male,98,3,2,Other,4,Single,4661,1,No,13,3,3,80,0,9,4,3,9,8,8,8
41,0,1018,Cardiology,1,3,Marketing,1,3,Female,66,3,2,Nurse,1,Divorced,4103,0,No,17,3,4,80,1,10,2,3,9,3,1,7
35,0,482,Maternity,4,4,Life Sciences,1,3,Male,87,3,2,Other,3,Single,4249,1,Yes,11,3,2,80,0,9,3,3,9,6,1,1
51,0,770,Neurology,5,3,Life Sciences,1,3,Male,84,3,4,Administrative,2,Divorced,14026,1,Yes,11,3,2,80,1,33,2,3,33,9,0,10
38,0,1009,Cardiology,2,2,Life Sciences,1,2,Female,31,3,2,Nurse,1,Divorced,6893,3,No,15,3,4,80,1,11,3,3,7,7,1,7
34,0,507,Cardiology,15,2,Medical,1,3,Female,66,3,2,Nurse,1,Single,6125,1,No,12,3,4,80,0,10,6,4,10,8,9,6
25,0,882,Maternity,19,1,Medical,1,4,Male,67,3,1,Nurse,4,Married,3669,3,No,11,3,3,80,3,7,6,2,3,2,1,2
58,1,601,Cardiology,7,4,Medical,1,3,Female,53,2,3,Therapist,1,Married,10008,7,Yes,14,3,4,80,0,31,0,2,10,9,5,9
40,0,329,Maternity,1,4,Life Sciences,1,2,Male,88,3,1,Nurse,2,Married,2387,3,No,22,4,3,80,1,7,3,3,4,2,0,3
36,0,607,Cardiology,7,3,Marketing,1,1,Female,83,4,2,Nurse,1,Married,4639,2,No,16,3,4,80,1,17,2,2,15,7,6,13
48,0,855,Neurology,4,3,Life Sciences,1,4,Male,54,3,3,Therapist,4,Single,7898,1,No,11,3,3,80,0,11,2,3,10,9,0,8
27,0,1291,Cardiology,11,3,Medical,1,3,Female,98,4,1,Other,4,Married,2534,8,No,14,3,2,80,1,5,4,3,1,0,0,0
51,0,1405,Maternity,11,2,Technical Degree,1,4,Female,82,2,4,Therapist,2,Single,13142,3,No,16,3,2,80,0,29,1,2,5,2,0,3
18,0,1124,Maternity,1,3,Life Sciences,1,4,Female,97,3,1,Nurse,4,Single,1611,1,No,15,3,3,80,0,0,5,4,0,0,0,0
35,0,817,Maternity,1,3,Medical,1,4,Female,60,2,2,Nurse,4,Married,5363,0,No,12,3,2,80,1,10,0,3,9,7,0,0
27,0,793,Cardiology,2,1,Life Sciences,1,4,Male,43,1,2,Nurse,4,Single,5071,3,No,20,4,2,80,0,8,3,3,6,2,0,0
55,1,267,Cardiology,13,4,Marketing,1,1,Male,85,4,4,Nurse,3,Single,13695,6,Yes,17,3,3,80,0,24,2,2,19,7,3,8
56,0,1369,Maternity,23,3,Life Sciences,1,4,Male,68,3,4,Therapist,2,Married,13402,4,Yes,12,3,1,80,1,33,0,3,19,16,15,9
34,0,999,Maternity,26,1,Technical Degree,1,1,Female,92,2,1,Other,3,Divorced,2029,1,No,20,4,3,80,3,5,2,3,5,4,0,0
40,0,1202,Maternity,2,1,Medical,1,2,Female,89,4,2,Nurse,3,Divorced,6377,5,No,20,4,2,80,3,15,0,3,12,11,11,8
34,0,285,Maternity,29,3,Medical,1,2,Male,86,3,2,Nurse,3,Married,5429,4,No,13,3,1,80,2,10,1,3,8,7,7,7
31,1,703,Cardiology,2,3,Life Sciences,1,3,Female,90,2,1,Other,4,Single,2785,7,No,14,3,3,80,0,3,3,4,1,0,0,0
35,1,662,Cardiology,18,4,Marketing,1,4,Female,67,3,2,Nurse,3,Married,4614,0,Yes,18,3,3,80,1,5,0,2,4,2,3,2
38,0,693,Maternity,7,3,Life Sciences,1,4,Male,57,4,1,Other,3,Divorced,2610,1,No,11,3,4,80,3,4,2,3,4,2,0,3
34,0,404,Maternity,2,4,Technical Degree,1,3,Female,98,3,2,Nurse,4,Single,6687,1,No,11,3,4,80,0,14,2,4,14,11,4,11
28,0,736,Cardiology,26,3,Life Sciences,1,3,Male,48,2,2,Nurse,1,Married,4724,1,No,11,3,3,80,1,5,0,3,5,3,0,4
31,1,330,Maternity,22,4,Medical,1,4,Male,98,3,2,Therapist,3,Married,6179,1,Yes,15,3,4,80,2,10,3,2,10,2,6,7
39,0,1498,Cardiology,21,4,Life Sciences,1,1,Male,44,2,2,Nurse,4,Married,6120,3,Yes,12,3,4,80,2,8,2,4,5,4,1,4
51,0,541,Cardiology,2,3,Marketing,1,2,Male,52,3,3,Nurse,2,Married,10596,2,No,11,3,2,80,0,14,5,3,4,2,3,2
41,0,1200,Maternity,22,3,Life Sciences,1,4,Female,75,3,2,Other,4,Divorced,5467,3,Yes,14,3,1,80,2,12,4,2,6,2,3,3
37,0,1439,Maternity,4,1,Life Sciences,1,3,Male,54,3,1,Other,3,Married,2996,7,Yes,15,3,4,80,0,8,2,3,6,4,1,3
33,0,1111,Cardiology,5,1,Life Sciences,1,2,Male,61,3,2,Nurse,4,Married,9998,6,No,13,3,1,80,0,8,2,4,5,4,1,2
32,0,499,Cardiology,2,1,Marketing,1,3,Male,36,3,2,Nurse,2,Married,4078,0,Yes,13,3,1,80,3,4,3,2,3,2,1,2
39,0,1485,Maternity,25,2,Life Sciences,1,3,Male,71,3,3,Nurse,3,Married,10920,3,No,21,4,2,80,1,13,2,3,6,4,0,5
25,0,1372,Cardiology,18,1,Life Sciences,1,1,Male,93,4,2,Nurse,3,Married,6232,2,No,11,3,2,80,0,6,3,2,3,2,1,2
52,0,322,Maternity,28,2,Medical,1,4,Female,59,4,4,Therapist,3,Married,13247,2,Yes,11,3,2,80,1,24,3,2,5,3,0,2
43,0,930,Maternity,6,3,Medical,1,1,Female,73,2,2,Other,3,Single,4081,1,Yes,14,3,1,80,0,20,3,1,20,7,1,8
27,0,205,Cardiology,10,3,Marketing,1,4,Female,98,2,2,Nurse,4,Married,5769,1,Yes,11,3,4,80,0,6,3,3,6,2,4,4
27,1,135,Maternity,17,4,Life Sciences,1,4,Female,51,3,1,Other,3,Single,2394,1,Yes,13,3,4,80,0,8,2,3,8,2,7,7
26,0,683,Maternity,2,1,Medical,1,1,Male,36,2,1,Other,4,Single,3904,0,No,12,3,4,80,0,5,2,3,4,3,1,1
42,0,1147,Neurology,10,3,Human Resources,1,3,Female,31,3,4,Administrative,1,Married,16799,0,No,14,3,3,80,1,21,5,3,20,7,0,9
52,0,258,Maternity,8,4,Other,1,3,Female,54,3,1,Nurse,1,Married,2950,9,No,13,3,3,80,0,12,2,1,5,4,0,4
37,0,1462,Maternity,11,3,Medical,1,1,Female,94,3,1,Nurse,3,Single,3629,4,No,18,3,1,80,0,8,6,3,3,2,0,2
35,0,200,Maternity,18,2,Life Sciences,1,3,Male,60,3,3,Therapist,4,Single,9362,2,No,11,3,3,80,0,10,2,3,2,2,2,2
25,0,949,Maternity,1,3,Technical Degree,1,1,Male,81,3,1,Nurse,4,Married,3229,4,No,11,3,2,80,1,7,2,2,3,2,0,2
26,0,652,Maternity,7,3,Other,1,3,Male,100,4,1,Nurse,1,Single,3578,0,No,12,3,4,80,0,8,2,3,7,7,0,7
29,0,332,Neurology,17,3,Other,1,2,Male,51,2,3,Other,1,Single,7988,1,No,13,3,1,80,0,10,3,2,10,9,0,9
49,0,1475,Maternity,28,2,Life Sciences,1,1,Male,97,2,2,Nurse,1,Single,4284,3,No,20,4,1,80,0,20,2,3,4,3,1,3
29,1,337,Maternity,14,1,Other,1,3,Female,84,3,3,Nurse,4,Single,7553,0,Yes,12,3,1,80,0,9,1,3,8,7,7,7
54,0,971,Maternity,1,3,Medical,1,4,Female,54,3,4,Administrative,4,Single,17328,6,No,19,3,4,80,0,29,3,2,20,7,12,7
58,0,1055,Maternity,1,3,Medical,1,4,Female,76,3,5,Administrative,1,Married,19701,3,Yes,21,4,3,80,1,32,3,3,9,8,1,5
55,0,1136,Maternity,1,4,Medical,1,2,Male,81,4,4,Administrative,4,Divorced,14732,2,No,13,3,4,80,2,31,4,4,7,7,0,0
36,0,1174,Cardiology,3,4,Marketing,1,1,Female,99,3,2,Nurse,2,Single,9278,3,Yes,16,3,4,80,0,15,3,3,5,4,0,1
31,1,667,Cardiology,1,4,Life Sciences,1,2,Female,50,1,1,Other,3,Single,1359,1,No,12,3,2,80,0,1,3,3,1,0,0,0
30,0,855,Cardiology,7,4,Marketing,1,4,Female,73,3,2,Nurse,1,Divorced,4779,7,No,14,3,2,80,2,8,3,3,3,2,0,2
31,0,182,Maternity,8,5,Life Sciences,1,1,Female,93,3,4,Administrative,2,Single,16422,3,No,11,3,3,80,0,9,3,4,3,2,1,0
34,0,560,Maternity,1,4,Other,1,4,Male,91,3,1,Other,1,Divorced,2996,5,No,14,3,3,80,2,10,2,3,4,3,1,3
31,1,202,Maternity,8,3,Life Sciences,1,1,Female,34,2,1,Other,2,Single,1261,1,No,12,3,3,80,0,1,3,4,1,0,0,0
27,0,1377,Maternity,11,1,Life Sciences,1,2,Male,91,3,1,Nurse,1,Married,2099,0,No,14,3,2,80,0,6,3,4,5,0,1,4
36,0,172,Maternity,4,4,Life Sciences,1,1,Male,37,2,2,Nurse,4,Single,5810,1,No,16,3,3,80,0,10,2,2,10,4,1,8
36,0,329,Cardiology,16,4,Marketing,1,3,Female,98,2,2,Nurse,1,Married,5647,4,No,13,3,1,80,2,11,3,2,3,2,0,2
47,0,465,Maternity,1,3,Technical Degree,1,1,Male,74,3,1,Other,4,Married,3420,7,No,12,3,3,80,1,17,2,2,6,5,1,2
25,1,383,Cardiology,9,2,Life Sciences,1,1,Male,68,2,1,Other,1,Married,4400,3,No,12,3,1,80,0,6,2,3,3,2,2,2
37,0,1413,Maternity,5,2,Technical Degree,1,3,Male,84,4,1,Nurse,3,Single,3500,0,No,14,3,1,80,0,7,2,1,6,5,1,3
